conflict_id,person_id,activity_1,activity_2,start_time_1,end_time_1,start_time_2,end_time_2,overlap_start,overlap_end,overlap_duration_minutes,conflict_type,severity,location_1,location_2
CONF_0016,P001,Product Demo,Tech Sharing,2025-09-25 12:00,2025-09-25 12:45,2025-09-25 11:45,2025-09-25 12:30,2025-09-25 12:00,2025-09-25 12:30,30.0,partial overlap,Medium,Client Reception,Demo Hall
CONF_0017,P001,Training,Training,2025-09-28 16:00,2025-09-28 16:30,2025-09-28 15:45,2025-09-28 16:30,2025-09-28 16:00,2025-09-28 16:30,30.0,full overlap,Medium,Product Showcase,Demo Hall
CONF_0018,P001,Operations Check,Operations Check,2025-10-02 09:00,2025-10-02 09:45,2025-10-02 08:30,2025-10-02 09:15,2025-10-02 09:00,2025-10-02 09:15,15.0,partial overlap,Low,Remote,Remote
CONF_0019,P001,Team Building,Operations Check,2025-10-02 08:30,2025-10-02 09:00,2025-10-02 08:30,2025-10-02 09:15,2025-10-02 08:30,2025-10-02 09:00,30.0,full overlap,Medium,Training Room,Remote
CONF_0020,P001,Deployment,Requirements Analysis,2025-09-30 14:15,2025-09-30 15:00,2025-09-30 14:00,2025-09-30 14:45,2025-09-30 14:15,2025-09-30 14:45,30.0,partial overlap,Medium,Test Lab,Demo Hall
CONF_0021,P001,Brainstorming,Tech Sharing,2025-10-03 13:15,2025-10-03 14:00,2025-10-03 13:15,2025-10-03 13:45,2025-10-03 13:15,2025-10-03 13:45,30.0,full overlap,Medium,Conference Room C,Cafe
CONF_0022,P001,Meeting,Code Review,2025-10-02 13:00,2025-10-02 13:30,2025-10-02 13:00,2025-10-02 13:45,2025-10-02 13:00,2025-10-02 13:30,30.0,full overlap,Medium,Office Area 1,Product Showcase
CONF_0023,P001,Client Visit,Testing Acceptance,2025-10-01 10:45,2025-10-01 11:30,2025-10-01 11:15,2025-10-01 11:30,2025-10-01 11:15,2025-10-01 11:30,15.0,full overlap,Low,Test Lab,Training Room
CONF_0024,P001,Deployment,Testing Acceptance,2025-10-01 11:15,2025-10-01 11:30,2025-10-01 11:15,2025-10-01 11:30,2025-10-01 11:15,2025-10-01 11:30,15.0,full overlap,Low,Conference Room B,Training Room
CONF_0025,P001,Deployment,Client Visit,2025-10-01 11:15,2025-10-01 11:30,2025-10-01 10:45,2025-10-01 11:30,2025-10-01 11:15,2025-10-01 11:30,15.0,full overlap,Low,Conference Room B,Test Lab
CONF_0026,P001,Operations Check,Design Review,2025-10-02 09:45,2025-10-02 10:30,2025-10-02 09:45,2025-10-02 10:00,2025-10-02 09:45,2025-10-02 10:00,15.0,full overlap,Low,Test Lab,R&D Center
CONF_0027,P001,Training,Brainstorming,2025-10-03 12:45,2025-10-03 13:30,2025-10-03 13:15,2025-10-03 14:00,2025-10-03 13:15,2025-10-03 13:30,15.0,partial overlap,Low,Remote,Conference Room C
CONF_0028,P001,Training,Tech Sharing,2025-10-03 12:45,2025-10-03 13:30,2025-10-03 13:15,2025-10-03 13:45,2025-10-03 13:15,2025-10-03 13:30,15.0,partial overlap,Low,Remote,Cafe
CONF_0029,P001,Deployment,Client Visit,2025-10-02 15:40,2025-10-02 16:19,2025-10-02 15:15,2025-10-02 16:00,2025-10-02 15:40,2025-10-02 16:00,20.0,partial overlap,Low,Online Meeting,Client Reception
CONF_0030,P001,Requirements Analysis,Training,2025-09-28 16:11,2025-09-28 16:40,2025-09-28 15:45,2025-09-28 16:30,2025-09-28 16:11,2025-09-28 16:30,19.0,partial overlap,Low,Conference Room A,Demo Hall
CONF_0031,P001,Requirements Analysis,Training,2025-09-28 16:11,2025-09-28 16:40,2025-09-28 16:00,2025-09-28 16:30,2025-09-28 16:11,2025-09-28 16:30,19.0,partial overlap,Low,Conference Room A,Product Showcase
CONF_0032,P001,Design Review,Tech Sharing,2025-10-02 18:51,2025-10-02 19:25,2025-10-02 18:30,2025-10-02 19:15,2025-10-02 18:51,2025-10-02 19:15,24.0,partial overlap,Low,Office Area 2,Cafe
CONF_0033,P001,Requirements Analysis,Tech Sharing,2025-09-26 11:11,2025-09-26 11:48,2025-09-26 11:00,2025-09-26 11:45,2025-09-26 11:11,2025-09-26 11:45,34.0,partial overlap,Medium,Product Showcase,Conference Room A
CONF_0034,P001,Training,Meeting,2025-10-08 13:57,2025-10-08 14:20,2025-10-08 13:30,2025-10-08 14:00,2025-10-08 13:57,2025-10-08 14:00,3.0,partial overlap,Low,Office Area 1,Product Showcase
CONF_0035,P001,Project Discussion,Project Discussion,2025-10-05 14:00,2025-10-05 15:00,2025-10-05 14:00,2025-10-05 14:45,2025-10-05 14:00,2025-10-05 14:45,45.0,full overlap,Medium,Conference Room C,Client Reception
CONF_0036,P001,Product Demo,Team Building,2025-10-08 11:00,2025-10-08 12:30,2025-10-08 11:00,2025-10-08 11:45,2025-10-08 11:00,2025-10-08 11:45,45.0,full overlap,Medium,Remote,Product Showcase
CONF_0037,P001,Brainstorming,Code Review,2025-10-16 14:41,2025-10-16 15:34,2025-10-16 14:15,2025-10-16 15:15,2025-10-16 14:41,2025-10-16 15:15,34.0,partial overlap,Medium,Client Reception,Office Area 1
CONF_0038,P001,Testing Acceptance,Team Building,2025-10-08 11:25,2025-10-08 11:45,2025-10-08 11:00,2025-10-08 11:45,2025-10-08 11:25,2025-10-08 11:45,20.0,full overlap,Low,Cafe,Product Showcase
CONF_0039,P001,Testing Acceptance,Product Demo,2025-10-08 11:25,2025-10-08 11:45,2025-10-08 11:00,2025-10-08 12:30,2025-10-08 11:25,2025-10-08 11:45,20.0,full overlap,Low,Cafe,Remote
CONF_0040,P001,Meeting,Project Discussion,2025-10-05 14:19,2025-10-05 15:18,2025-10-05 14:00,2025-10-05 14:45,2025-10-05 14:19,2025-10-05 14:45,26.0,partial overlap,Low,Conference Room A,Client Reception
CONF_0041,P001,Meeting,Project Discussion,2025-10-05 14:19,2025-10-05 15:18,2025-10-05 14:00,2025-10-05 15:00,2025-10-05 14:19,2025-10-05 15:00,41.0,partial overlap,Medium,Conference Room A,Conference Room C
CONF_0042,P001,Code Review,Team Building,2025-10-12 15:00,2025-10-12 15:45,2025-10-12 15:00,2025-10-12 15:30,2025-10-12 15:00,2025-10-12 15:30,30.0,full overlap,Medium,Office Area 1,Conference Room B
CONF_0043,P001,Meeting,Team Building,2025-10-12 12:15,2025-10-12 12:45,2025-10-12 11:30,2025-10-12 12:30,2025-10-12 12:15,2025-10-12 12:30,15.0,partial overlap,Low,Conference Room A,Office Area 2
CONF_0044,P001,Testing Acceptance,Requirements Analysis,2025-10-18 09:00,2025-10-18 10:00,2025-10-18 08:45,2025-10-18 09:45,2025-10-18 09:00,2025-10-18 09:45,45.0,partial overlap,Medium,Product Showcase,Test Lab
CONF_0045,P001,One-on-One,Operations Check,2025-10-15 15:45,2025-10-15 16:45,2025-10-15 16:30,2025-10-15 17:00,2025-10-15 16:30,2025-10-15 16:45,15.0,partial overlap,Low,Conference Room B,Conference Room C
CONF_0046,P001,Operations Check,Design Review,2025-10-15 09:00,2025-10-15 09:30,2025-10-15 08:15,2025-10-15 09:15,2025-10-15 09:00,2025-10-15 09:15,15.0,partial overlap,Low,Online Meeting,Product Showcase
CONF_0047,P001,Design Review,Project Discussion,2025-10-16 11:15,2025-10-16 11:45,2025-10-16 11:30,2025-10-16 12:30,2025-10-16 11:30,2025-10-16 11:45,15.0,partial overlap,Low,Conference Room A,Conference Room A
CONF_0048,P001,Product Demo,Design Review,2025-10-16 17:36,2025-10-16 18:10,2025-10-16 17:30,2025-10-16 18:30,2025-10-16 17:36,2025-10-16 18:10,34.0,full overlap,Medium,Online Meeting,Conference Room B
CONF_0049,P001,Design Review,Code Review,2025-10-21 11:31,2025-10-21 12:17,2025-10-21 11:15,2025-10-21 11:45,2025-10-21 11:31,2025-10-21 11:45,14.0,partial overlap,Low,Conference Room A,Break Room
CONF_0050,P001,Design Review,Design Review,2025-10-21 11:31,2025-10-21 12:17,2025-10-21 12:00,2025-10-21 12:30,2025-10-21 12:00,2025-10-21 12:17,17.0,partial overlap,Low,Conference Room A,Demo Hall
CONF_0051,P001,Operations Check,Operations Check,2025-10-15 16:43,2025-10-15 17:02,2025-10-15 16:30,2025-10-15 17:00,2025-10-15 16:43,2025-10-15 17:00,17.0,partial overlap,Low,Break Room,Conference Room C
CONF_0052,P001,Operations Check,One-on-One,2025-10-15 16:43,2025-10-15 17:02,2025-10-15 15:45,2025-10-15 16:45,2025-10-15 16:43,2025-10-15 16:45,2.0,partial overlap,Low,Break Room,Conference Room B
CONF_0053,P001,Client Visit,Product Demo,2025-10-15 09:50,2025-10-15 10:14,2025-10-15 09:30,2025-10-15 10:15,2025-10-15 09:50,2025-10-15 10:14,24.0,full overlap,Low,Cafe,Cafe
CONF_0054,P001,Design Review,Tech Sharing,2025-10-23 18:50,2025-10-23 19:21,2025-10-23 18:30,2025-10-23 19:15,2025-10-23 18:50,2025-10-23 19:15,25.0,partial overlap,Low,Break Room,Cafe
CONF_0055,P001,Design Review,Code Review,2025-10-23 15:30,2025-10-23 16:00,2025-10-23 15:45,2025-10-23 16:00,2025-10-23 15:45,2025-10-23 16:00,15.0,full overlap,Low,Conference Room C,Conference Room A
CONF_0056,P001,Project Discussion,Client Visit,2025-10-24 10:45,2025-10-24 11:30,2025-10-24 10:45,2025-10-24 11:30,2025-10-24 10:45,2025-10-24 11:30,45.0,full overlap,Medium,Remote,Client Reception
CONF_0057,P001,Training,Client Visit,2025-10-23 08:45,2025-10-23 09:30,2025-10-23 09:00,2025-10-23 09:30,2025-10-23 09:00,2025-10-23 09:30,30.0,full overlap,Medium,Conference Room B,Break Room
CONF_0058,P001,Client Visit,Project Discussion,2025-10-23 09:30,2025-10-23 10:00,2025-10-23 09:30,2025-10-23 10:30,2025-10-23 09:30,2025-10-23 10:00,30.0,full overlap,Medium,Conference Room C,Remote
CONF_0059,P001,Requirements Analysis,Client Visit,2025-10-22 08:30,2025-10-22 09:15,2025-10-22 08:15,2025-10-22 09:15,2025-10-22 08:30,2025-10-22 09:15,45.0,full overlap,Medium,Cafe,Test Lab
CONF_0060,P001,One-on-One,Requirements Analysis,2025-10-24 18:00,2025-10-24 18:45,2025-10-24 18:15,2025-10-24 18:30,2025-10-24 18:15,2025-10-24 18:30,15.0,full overlap,Low,Break Room,Office Area 2
CONF_0061,P001,Training,Requirements Analysis,2025-10-25 13:45,2025-10-25 14:15,2025-10-25 13:30,2025-10-25 14:00,2025-10-25 13:45,2025-10-25 14:00,15.0,partial overlap,Low,Conference Room C,Office Area 1
CONF_0062,P001,Deployment,Code Review,2025-10-24 16:28,2025-10-24 16:59,2025-10-24 16:15,2025-10-24 16:45,2025-10-24 16:28,2025-10-24 16:45,17.0,partial overlap,Low,Office Area 2,Client Reception
CONF_0063,P001,One-on-One,Client Visit,2025-10-31 18:14,2025-10-31 19:02,2025-10-31 18:00,2025-10-31 18:45,2025-10-31 18:14,2025-10-31 18:45,31.0,partial overlap,Medium,Client Reception,Online Meeting
CONF_0064,P001,Tech Sharing,Product Demo,2025-10-25 15:28,2025-10-25 15:56,2025-10-25 15:30,2025-10-25 16:15,2025-10-25 15:30,2025-10-25 15:56,26.0,partial overlap,Low,Conference Room C,Test Lab
CONF_0065,P001,Tech Sharing,Design Review,2025-10-23 15:15,2025-10-23 15:31,2025-10-23 15:30,2025-10-23 16:00,2025-10-23 15:30,2025-10-23 15:31,1.0,partial overlap,Low,Conference Room C,Conference Room C
CONF_0066,P001,Team Building,Tech Sharing,2025-10-30 13:15,2025-10-30 14:45,2025-10-30 13:17,2025-10-30 14:01,2025-10-30 13:17,2025-10-30 14:01,44.0,full overlap,Medium,R&D Center,Office Area 1
CONF_0067,P001,Requirements Analysis,Team Building,2025-11-02 17:30,2025-11-02 18:00,2025-11-02 16:45,2025-11-02 18:15,2025-11-02 17:30,2025-11-02 18:00,30.0,full overlap,Medium,Conference Room A,Online Meeting
CONF_0068,P001,One-on-One,Requirements Analysis,2025-11-02 17:45,2025-11-02 18:45,2025-11-02 17:30,2025-11-02 18:00,2025-11-02 17:45,2025-11-02 18:00,15.0,partial overlap,Low,Conference Room C,Conference Room A
CONF_0069,P001,One-on-One,Team Building,2025-11-02 17:45,2025-11-02 18:45,2025-11-02 16:45,2025-11-02 18:15,2025-11-02 17:45,2025-11-02 18:15,30.0,partial overlap,Medium,Conference Room C,Online Meeting
CONF_0070,P001,Design Review,One-on-One,2025-11-05 19:05,2025-11-05 19:57,2025-11-05 18:45,2025-11-05 19:45,2025-11-05 19:05,2025-11-05 19:45,40.0,partial overlap,Medium,Office Area 2,Cafe
CONF_0071,P001,Training,Design Review,2025-11-05 19:17,2025-11-05 19:35,2025-11-05 19:05,2025-11-05 19:57,2025-11-05 19:17,2025-11-05 19:35,18.0,full overlap,Low,Conference Room B,Office Area 2
CONF_0072,P001,Training,One-on-One,2025-11-05 19:17,2025-11-05 19:35,2025-11-05 18:45,2025-11-05 19:45,2025-11-05 19:17,2025-11-05 19:35,18.0,full overlap,Low,Conference Room B,Cafe
CONF_0073,P001,Training,One-on-One,2025-11-08 14:45,2025-11-08 15:15,2025-11-08 15:00,2025-11-08 15:45,2025-11-08 15:00,2025-11-08 15:15,15.0,partial overlap,Low,R&D Center,Conference Room A
CONF_0074,P001,Operations Check,Code Review,2025-11-13 14:15,2025-11-13 15:00,2025-11-13 14:15,2025-11-13 14:45,2025-11-13 14:15,2025-11-13 14:45,30.0,full overlap,Medium,Demo Hall,R&D Center
CONF_0075,P001,Design Review,Training,2025-11-11 16:15,2025-11-11 17:15,2025-11-11 16:45,2025-11-11 17:45,2025-11-11 16:45,2025-11-11 17:15,30.0,partial overlap,Medium,Break Room,Office Area 1
CONF_0076,P001,Requirements Analysis,Design Review,2025-11-14 17:45,2025-11-14 18:45,2025-11-14 17:00,2025-11-14 18:00,2025-11-14 17:45,2025-11-14 18:00,15.0,partial overlap,Low,Product Showcase,R&D Center
CONF_0077,P001,Deployment,Training,2025-11-12 11:00,2025-11-12 11:45,2025-11-12 10:45,2025-11-12 11:15,2025-11-12 11:00,2025-11-12 11:15,15.0,partial overlap,Low,Client Reception,R&D Center
CONF_0078,P001,Project Discussion,Deployment,2025-11-12 11:17,2025-11-12 12:17,2025-11-12 11:00,2025-11-12 11:45,2025-11-12 11:17,2025-11-12 11:45,28.0,partial overlap,Low,Office Area 1,Client Reception
CONF_0079,P001,Product Demo,Training,2025-11-16 12:14,2025-11-16 13:02,2025-11-16 12:00,2025-11-16 12:30,2025-11-16 12:14,2025-11-16 12:30,16.0,partial overlap,Low,Office Area 1,Remote
CONF_0080,P001,Design Review,Brainstorming,2025-11-12 16:11,2025-11-12 16:35,2025-11-12 15:45,2025-11-12 16:15,2025-11-12 16:11,2025-11-12 16:15,4.0,partial overlap,Low,Break Room,Office Area 2
CONF_0081,P001,Design Review,Requirements Analysis,2025-11-13 08:15,2025-11-13 08:30,2025-11-13 08:00,2025-11-13 08:45,2025-11-13 08:15,2025-11-13 08:30,15.0,full overlap,Low,Test Lab,Training Room
CONF_0082,P001,Product Demo,Requirements Analysis,2025-11-14 18:30,2025-11-14 19:15,2025-11-14 17:45,2025-11-14 18:45,2025-11-14 18:30,2025-11-14 18:45,15.0,partial overlap,Low,R&D Center,Product Showcase
CONF_0083,P001,Team Building,Brainstorming,2025-11-20 13:30,2025-11-20 13:45,2025-11-20 13:30,2025-11-20 13:45,2025-11-20 13:30,2025-11-20 13:45,15.0,full overlap,Low,Break Room,Cafe
CONF_0084,P001,Training,Client Visit,2025-11-15 09:27,2025-11-15 09:51,2025-11-15 09:00,2025-11-15 09:45,2025-11-15 09:27,2025-11-15 09:45,18.0,partial overlap,Low,Client Reception,Test Lab
CONF_0085,P001,Brainstorming,Client Visit,2025-11-15 09:05,2025-11-15 09:39,2025-11-15 09:00,2025-11-15 09:45,2025-11-15 09:05,2025-11-15 09:39,34.0,full overlap,Medium,Conference Room C,Test Lab
CONF_0086,P001,Brainstorming,Training,2025-11-15 09:05,2025-11-15 09:39,2025-11-15 09:27,2025-11-15 09:51,2025-11-15 09:27,2025-11-15 09:39,12.0,partial overlap,Low,Conference Room C,Client Reception
CONF_0087,P001,Requirements Analysis,Client Visit,2025-11-15 09:39,2025-11-15 10:31,2025-11-15 09:00,2025-11-15 09:45,2025-11-15 09:39,2025-11-15 09:45,6.0,partial overlap,Low,Demo Hall,Test Lab
CONF_0088,P001,Requirements Analysis,Training,2025-11-15 09:39,2025-11-15 10:31,2025-11-15 09:27,2025-11-15 09:51,2025-11-15 09:39,2025-11-15 09:51,12.0,partial overlap,Low,Demo Hall,Client Reception
CONF_0089,P001,Training,One-on-One,2025-11-14 08:56,2025-11-14 09:53,2025-11-14 08:45,2025-11-14 09:30,2025-11-14 08:56,2025-11-14 09:30,34.0,partial overlap,Medium,Client Reception,Online Meeting
CONF_0090,P001,Deployment,Client Visit,2025-11-19 09:07,2025-11-19 09:58,2025-11-19 09:00,2025-11-19 09:45,2025-11-19 09:07,2025-11-19 09:45,38.0,partial overlap,Medium,Cafe,Online Meeting
CONF_0091,P001,Team Building,Requirements Analysis,2025-11-15 09:33,2025-11-15 10:33,2025-11-15 09:39,2025-11-15 10:31,2025-11-15 09:39,2025-11-15 10:31,52.0,full overlap,Medium,Break Room,Demo Hall
CONF_0092,P001,Team Building,Brainstorming,2025-11-15 09:33,2025-11-15 10:33,2025-11-15 09:05,2025-11-15 09:39,2025-11-15 09:33,2025-11-15 09:39,6.0,partial overlap,Low,Break Room,Conference Room C
CONF_0093,P001,Team Building,Training,2025-11-15 09:33,2025-11-15 10:33,2025-11-15 09:27,2025-11-15 09:51,2025-11-15 09:33,2025-11-15 09:51,18.0,partial overlap,Low,Break Room,Client Reception
CONF_0094,P001,Team Building,Client Visit,2025-11-15 09:33,2025-11-15 10:33,2025-11-15 09:00,2025-11-15 09:45,2025-11-15 09:33,2025-11-15 09:45,12.0,partial overlap,Low,Break Room,Test Lab
CONF_0095,P002,Requirements Analysis,Team Building,2025-09-14 16:45,2025-09-14 17:45,2025-09-14 16:45,2025-09-14 18:15,2025-09-14 16:45,2025-09-14 17:45,60.0,full overlap,High,Office Area 2,Remote
CONF_0096,P002,Operations Check,Training,2025-09-13 12:30,2025-09-13 13:29,2025-09-13 12:15,2025-09-13 13:15,2025-09-13 12:30,2025-09-13 13:15,45.0,partial overlap,Medium,Online Meeting,Office Area 1
CONF_0097,P002,Deployment,Brainstorming,2025-09-21 12:22,2025-09-21 12:47,2025-09-21 12:15,2025-09-21 13:45,2025-09-21 12:22,2025-09-21 12:47,25.0,full overlap,Low,Remote,Test Lab
CONF_0098,P002,One-on-One,Training,2025-09-26 09:00,2025-09-26 09:45,2025-09-26 09:15,2025-09-26 10:15,2025-09-26 09:15,2025-09-26 09:45,30.0,partial overlap,Medium,Online Meeting,Office Area 2
CONF_0099,P002,Client Visit,Testing Acceptance,2025-09-21 10:00,2025-09-21 10:45,2025-09-21 10:15,2025-09-21 11:00,2025-09-21 10:15,2025-09-21 10:45,30.0,partial overlap,Medium,Product Showcase,Demo Hall
CONF_0100,P002,Testing Acceptance,Tech Sharing,2025-09-23 16:45,2025-09-23 17:45,2025-09-23 17:15,2025-09-23 18:00,2025-09-23 17:15,2025-09-23 17:45,30.0,partial overlap,Medium,Product Showcase,Office Area 1
CONF_0101,P002,Team Building,Brainstorming,2025-09-25 13:15,2025-09-25 14:00,2025-09-25 13:00,2025-09-25 13:45,2025-09-25 13:15,2025-09-25 13:45,30.0,partial overlap,Medium,Training Room,Product Showcase
CONF_0102,P002,Project Discussion,Requirements Analysis,2025-09-25 17:30,2025-09-25 18:15,2025-09-25 17:45,2025-09-25 18:15,2025-09-25 17:45,2025-09-25 18:15,30.0,full overlap,Medium,Training Room,Office Area 1
CONF_0103,P002,Testing Acceptance,One-on-One,2025-09-26 09:00,2025-09-26 09:45,2025-09-26 09:00,2025-09-26 09:45,2025-09-26 09:00,2025-09-26 09:45,45.0,full overlap,Medium,Client Reception,Online Meeting
CONF_0104,P002,Testing Acceptance,Training,2025-09-26 09:00,2025-09-26 09:45,2025-09-26 09:15,2025-09-26 10:15,2025-09-26 09:15,2025-09-26 09:45,30.0,partial overlap,Medium,Client Reception,Office Area 2
CONF_0105,P002,Client Visit,Code Review,2025-09-28 11:15,2025-09-28 12:00,2025-09-28 11:15,2025-09-28 12:00,2025-09-28 11:15,2025-09-28 12:00,45.0,full overlap,Medium,Cafe,Client Reception
CONF_0106,P002,Deployment,Training,2025-09-24 12:40,2025-09-24 13:14,2025-09-24 12:15,2025-09-24 12:45,2025-09-24 12:40,2025-09-24 12:45,5.0,partial overlap,Low,Test Lab,Break Room
CONF_0107,P002,Code Review,One-on-One,2025-09-26 09:12,2025-09-26 09:45,2025-09-26 09:00,2025-09-26 09:45,2025-09-26 09:12,2025-09-26 09:45,33.0,full overlap,Medium,Test Lab,Online Meeting
CONF_0108,P002,Code Review,Testing Acceptance,2025-09-26 09:12,2025-09-26 09:45,2025-09-26 09:00,2025-09-26 09:45,2025-09-26 09:12,2025-09-26 09:45,33.0,full overlap,Medium,Test Lab,Client Reception
CONF_0109,P002,Code Review,Training,2025-09-26 09:12,2025-09-26 09:45,2025-09-26 09:15,2025-09-26 10:15,2025-09-26 09:15,2025-09-26 09:45,30.0,partial overlap,Medium,Test Lab,Office Area 2
CONF_0110,P002,Client Visit,Deployment,2025-09-21 08:16,2025-09-21 09:06,2025-09-21 08:00,2025-09-21 09:00,2025-09-21 08:16,2025-09-21 09:00,44.0,partial overlap,Medium,Conference Room A,Product Showcase
CONF_0111,P002,Meeting,Design Review,2025-09-24 16:35,2025-09-24 16:50,2025-09-24 16:15,2025-09-24 17:00,2025-09-24 16:35,2025-09-24 16:50,15.0,full overlap,Low,Online Meeting,Product Showcase
CONF_0112,P002,Tech Sharing,Deployment,2025-09-24 12:20,2025-09-24 13:01,2025-09-24 12:40,2025-09-24 13:14,2025-09-24 12:40,2025-09-24 13:01,21.0,partial overlap,Low,Cafe,Test Lab
CONF_0113,P002,Tech Sharing,Training,2025-09-24 12:20,2025-09-24 13:01,2025-09-24 12:15,2025-09-24 12:45,2025-09-24 12:20,2025-09-24 12:45,25.0,partial overlap,Low,Cafe,Break Room
CONF_0114,P002,Product Demo,Design Review,2025-09-26 14:30,2025-09-26 15:15,2025-09-26 14:45,2025-09-26 15:15,2025-09-26 14:45,2025-09-26 15:15,30.0,full overlap,Medium,Office Area 1,Remote
CONF_0115,P002,Brainstorming,Code Review,2025-09-28 11:15,2025-09-28 11:30,2025-09-28 11:15,2025-09-28 12:00,2025-09-28 11:15,2025-09-28 11:30,15.0,full overlap,Low,Office Area 2,Client Reception
CONF_0116,P002,Brainstorming,Client Visit,2025-09-28 11:15,2025-09-28 11:30,2025-09-28 11:15,2025-09-28 12:00,2025-09-28 11:15,2025-09-28 11:30,15.0,full overlap,Low,Office Area 2,Cafe
CONF_0117,P002,Operations Check,Deployment,2025-09-29 09:30,2025-09-29 10:15,2025-09-29 10:00,2025-09-29 10:30,2025-09-29 10:00,2025-09-29 10:15,15.0,partial overlap,Low,Online Meeting,Product Showcase
CONF_0118,P002,Testing Acceptance,Brainstorming,2025-09-30 15:15,2025-09-30 15:45,2025-09-30 15:00,2025-09-30 15:30,2025-09-30 15:15,2025-09-30 15:30,15.0,partial overlap,Low,Office Area 2,Conference Room A
CONF_0119,P002,Code Review,Brainstorming,2025-10-01 15:45,2025-10-01 16:15,2025-10-01 16:00,2025-10-01 16:15,2025-10-01 16:00,2025-10-01 16:15,15.0,full overlap,Low,Demo Hall,Remote
CONF_0120,P002,Team Building,Testing Acceptance,2025-09-28 15:59,2025-09-28 16:59,2025-09-28 15:45,2025-09-28 16:15,2025-09-28 15:59,2025-09-28 16:15,16.0,partial overlap,Low,Training Room,Remote
CONF_0121,P002,Design Review,Testing Acceptance,2025-09-28 16:00,2025-09-28 17:00,2025-09-28 15:45,2025-09-28 16:15,2025-09-28 16:00,2025-09-28 16:15,15.0,partial overlap,Low,Office Area 1,Remote
